certificate_no,customer_no,customer_name,city,state,customer_type
93-R-0560,331267,GLOBAL MEDICAL DEVICES INC.,EL CAJON,CA,RESEARCH FACILITY
93-R-0563,331288,THE CALIFORNIA MEDICAL INNOVATIONS INSTITUTE INC.,SAN DIEGO,CA,RESEARCH FACILITY
93-R-0564,331759,MOLECULAR MATRIX INC.,WEST SACRAMENTO,CA,RESEARCH FACILITY
93-R-0565,332284,"J B C CONTRACT RESEARCH SERVICES, INC.",SAN DIEGO,CA,RESEARCH FACILITY
93-R-0566,1846,CALIFORNIA STATE UNIVERSITY SAN BERNARDINO,SAN BERNARDINO,CA,RESEARCH FACILITY
93-R-0567,333052,UNIVERSITY OF CALIFORNIA MERCED,MERCED,CA,RESEARCH FACILITY
93-R-0568,333447,AURIS HEALTH INC,REDWOOD CITY,CA,RESEARCH FACILITY
93-R-0569,329789,ABBIOTEC LLC,SAN DIEGO,CA,RESEARCH FACILITY
93-R-0570,333336,BUCK INSTITUTE FOR RESEARCH ON AGING,NOVATO,CA,RESEARCH FACILITY
93-R-0571,22308,HYGIEIA BIOLOGICAL LABORATORIES,WOODLAND,CA,RESEARCH FACILITY
93-R-0572,324946,NATIONAL MARINE MAMMAL FOUNDATION INC,SAN DIEGO,CA,RESEARCH FACILITY
93-R-0574,335071,ABCORE INC.,RAMONA,CA,RESEARCH FACILITY
93-R-0575,335594,JOINN LABORATORIES C A INC.,RICHMOND,CA,RESEARCH FACILITY
93-R-0576,500960,ACCULAB LIFE SCIENCES LLC,SAN DIEGO,CA,RESEARCH FACILITY
93-R-0578,502192,VERB SURGICAL,MOUNTAIN VIEW,CA,RESEARCH FACILITY
93-R-0579,503718,PRECLINICAL MEDEVICE INNOVATIONS LLC,SAN CARLOS,CA,RESEARCH FACILITY
93-R-0580,503851,B L P BIOLAB SERVICES INC,VISTA,CA,RESEARCH FACILITY
93-R-0581,1838,CALIFORNIA STATE UNIVERSITY- FRESNO,FRESNO,CA,RESEARCH FACILITY
84-R-0001,1080,NATIONAL JEWISH HEALTH,DENVER,CO,RESEARCH FACILITY
84-R-0003,1195,COLORADO STATE UNIVERSITY,FORT COLLINS,CO,RESEARCH FACILITY
84-R-0007,1086,COLORADO SERUM COMPANY,DENVER,CO,RESEARCH FACILITY
84-R-0008,1087,UNIVERSITY OF NORTHERN COLORADO,GREELEY,CO,RESEARCH FACILITY
84-R-0012,1090,COLORADO MOUNTAIN COLLEGE,GLENWOOD SPGS,CO,RESEARCH FACILITY
84-R-0013,1092,BEL-REA INSTITUTE OF ANIMAL TECHNOLOGY,DENVER,CO,RESEARCH FACILITY
84-R-0045,1096,COLORADO PARKS AND WILDLIFE,FORT COLLINS,CO,RESEARCH FACILITY
84-R-0051,1273,GENESIS LABORATORIES INC.,WELLINGTON,CO,RESEARCH FACILITY
84-R-0059,1834,UNIVERSITY OF COLORADO- DENVER,AURORA,CO,RESEARCH FACILITY
84-R-0060,1835,UNIVERSITY OF COLORADO-BOULDER,BOULDER,CO,RESEARCH FACILITY
84-R-0065,18462,ROCKY MOUNTAIN BIO LABS,CRESTED BUTTE,CO,RESEARCH FACILITY
84-R-0066,21162,BOLDER BIOPATH INC.,BOULDER,CO,RESEARCH FACILITY
84-R-0072,26904,PRE-CLINICAL RESEARCH SERVICES INC.,FORT COLLINS,CO,RESEARCH FACILITY
84-R-0080,323116,RED BEAST ENTERPRISES INC.,FORT COLLINS,CO,RESEARCH FACILITY
84-R-0081,323785,CARE RESEARCH LLC,FORT COLLINS,CO,RESEARCH FACILITY
84-R-0084,329634,"N E K SERVICES, INC.",COLORADO SPRINGS,CO,RESEARCH FACILITY
84-R-0086,326713,KYLE TAITT,FORT COLLINS,CO,RESEARCH FACILITY
84-R-0087,331127,COLORADO ACADEMY OF VETERINARY TECHNOLOGY,COLORADO SPRINGS,CO,RESEARCH FACILITY
84-R-0089,331569,NOVUS BIOLOGICALS,CENTENNIAL,CO,RESEARCH FACILITY
84-R-0090,503772,MISSION READINESS TRAINING SOLUTIONS,LONGMONT,CO,RESEARCH FACILITY
16-R-0001,48,YALE UNIVERSITY,NEW HAVEN,CT,RESEARCH FACILITY
16-R-0007,51,HARTFORD HOSPITAL,HARTFORD,CT,RESEARCH FACILITY
16-R-0017,39,CONNECTICUT COLLEGE,NEW LONDON,CT,RESEARCH FACILITY
16-R-0025,44,UCONN HEALTH CENTER,FARMINGTON,CT,RESEARCH FACILITY
16-R-0029,55,BOEHRINGER INGELHEIM PHARMACEUTICALS INC,RIDGEFIELD,CT,RESEARCH FACILITY
16-R-0031,56,SEA RESEARCH FOUNDATION INC,MYSTIC,CT,RESEARCH FACILITY
16-R-0039,61,THE C T AGRICULTURE EXPERIMENT STATION,NEW HAVEN,CT,RESEARCH FACILITY
16-R-0040,10301,NORTHWESTERN C T COMMUNITY COLLEGE,WINSTED,CT,RESEARCH FACILITY
16-R-0049,41906,COVIDIEN L P,NO HAVEN,CT,RESEARCH FACILITY
16-R-0051,322034,FAIRFIELD UNIVERSITY,FAIRFIELD,CT,RESEARCH FACILITY
16-R-0054,330567,MIDDLESEX COMMUNITY COLLEGE,MIDDLETOWN,CT,RESEARCH FACILITY
16-R-0055,331921,NORWALK COMMUNITY COLLEGE,NORWALK,CT,RESEARCH FACILITY
10-F-0010,20133,US GOVERNMENT SMITHSONIAN INSTITUTION,WASHINGTON,DC,FEDERAL RESEARCH FACILITY
10-R-0001,66,MEDSTAR HEALTH RESEARCH INSTITUTE,WASHINGTON,DC,RESEARCH FACILITY
10-R-0004,69,GEORGETOWN UNIVERSITY,WASHINGTON,DC,RESEARCH FACILITY
10-R-0005,70,THE GEORGE WASHINGTON UNIVERSITY,WASHINGTON,DC,RESEARCH FACILITY
10-R-0011,59,CHILDRENS NATIONAL MEDICAL CENTER,WASHINGTON,DC,RESEARCH FACILITY
50-R-0006,45,UNIVERSITY OF DELAWARE,NEWARK,DE,RESEARCH FACILITY
50-R-0009,47,THE NEMOURS FOUNDATION,WILMINGTON,DE,RESEARCH FACILITY
50-R-0015,330146,SDIX LLC,NEWARK,DE,RESEARCH FACILITY
50-R-0016,330114,DELAWARE TECHNICAL COMMUNITY COLLEGE,GEORGETOWN,DE,RESEARCH FACILITY
58-R-0001,873,FLORIDA STATE UNIVERSITY,TALLAHASSEE,FL,RESEARCH FACILITY
58-R-0003,859,UNIVERSITY OF FLORIDA,GAINESVILLE,FL,RESEARCH FACILITY
58-R-0005,871,MOUNT SINAI MEDICAL CENTER,MIAMI BEACH,FL,RESEARCH FACILITY
58-R-0007,872,UNIVERSITY OF MIAMI,MIAMI,FL,RESEARCH FACILITY
58-R-0012,874,FLORIDA A AND M UNIVERSITY,TALLAHASSEE,FL,RESEARCH FACILITY
58-R-0015,930,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,RESEARCH FACILITY
58-R-0021,868,THE MANNHEIMER FOUNDATION INC,HOMESTEAD,FL,RESEARCH FACILITY
58-R-0023,914,ST PETERSBURG COLLEGE,LARGO,FL,RESEARCH FACILITY
58-R-0041,909,MOTE MARINE LABORATORY,SARASOTA,FL,RESEARCH FACILITY
58-R-0121,1663,DUMOND CONSERVANCY FOR PRIMATES & TROPIC,MIAMI,FL,RESEARCH FACILITY
58-R-0128,9738,LEMUR CONSERVATION FOUNDATION,MYAKKA CITY,FL,RESEARCH FACILITY
58-R-0131,3082,LUBEE FOUNDATION INC,GAINESVILLE,FL,RESEARCH FACILITY
58-R-0136,26622,FLORIDA INTERNATIONAL UNIVERSITY,MIAMI,FL,RESEARCH FACILITY
58-R-0138,38000,HILLSBOROUGH COMMUNITY COLLEGE,PLANT CITY,FL,RESEARCH FACILITY
58-R-0142,322245,NORTH AMERICAN VETERINARY COMMUNITY,GAINESVILLE,FL,RESEARCH FACILITY
58-R-0145,323624,CHI INSTITUTE,REDDICK,FL,RESEARCH FACILITY
58-R-0146,325208,MAX PLANCK FLORIDA CORPORATION,JUPITER,FL,RESEARCH FACILITY
58-R-0148,324274,PENSACOLA STATE COLLEGE,PENSACOLA,FL,RESEARCH FACILITY
58-R-0150,29942,MIAMI DADE COLLEGE MEDICAL CENTER CAMPUS,MIAMI,FL,RESEARCH FACILITY
58-R-0156,328622,UNIVERSITY OF WEST FLORIDA,PENSACOLA,FL,RESEARCH FACILITY
58-R-0161,334978,PRIMERA SCIENCE CENTER LLC,LEHIGH ACRES,FL,RESEARCH FACILITY
58-R-0162,501700,PRIMATE PRODUCTS LLC,IMMOKALEE,FL,RESEARCH FACILITY
57-G-0001,334023,U S NATIONAL POULTRY RESEARCH CENTER,ATHENS,GA,AGRICULTURE RESEARCH FACILITY
57-R-0002,895,AUGUSTA UNIVERSITY,AUGUSTA,GA,RESEARCH FACILITY
57-R-0003,896,EMORY UNIVERSITY,ATLANTA,GA,RESEARCH FACILITY
57-R-0004,910,MERCER UNIVERSITY,MACON,GA,RESEARCH FACILITY
57-R-0005,900,UNIVERSITY OF GEORGIA,ATHENS,GA,RESEARCH FACILITY
57-R-0010,891,GEORGIA INSTITUTE OF TECHNOLOGY,ATLANTA,GA,RESEARCH FACILITY
57-R-0012,907,GEORGIA STATE UNIVERSITY,ATL,GA,RESEARCH FACILITY
57-R-0015,884,T R S LABS INC,ATHENS,GA,RESEARCH FACILITY
57-R-0017,885,FORT VALLEY STATE UNIVERSITY,FORT VALLEY,GA,RESEARCH FACILITY
57-R-0023,880,DIFCO LABORATORIES,GRAYSON,GA,RESEARCH FACILITY
57-R-0116,1719,MERIAL INC,DULUTH,GA,RESEARCH FACILITY
57-R-0121,37673,GEORGIA SOUTHERN UNIVERSITY,STATESBORO,GA,RESEARCH FACILITY
57-R-0122,38366,TRANSLATIONAL TESTING AND TRAINING LABORATORIES,ATLANTA,GA,RESEARCH FACILITY
57-R-0124,883,MOREHOUSE SCHOOL OF MEDICINE,ATLANTA,GA,RESEARCH FACILITY
57-R-0127,18033,OGEECHEE TECHNICAL COLLEGE,STATESBORO,GA,RESEARCH FACILITY
57-R-0128,334239,SOUTHERN REGIONAL TECHNICAL COLLEGE,THOMASVILLE,GA,RESEARCH FACILITY
57-R-0129,502326,COLUMBUS STATE UNIVERSITY,COLUMBUS,GA,RESEARCH FACILITY
95-R-0002,19,UNIVERSITY OF HAWAII AT MANOA,HONOLULU,HI,RESEARCH FACILITY
95-R-0003,18,QUEENS MEDICAL CENTER,HONOLULU,HI,RESEARCH FACILITY
42-G-0001,334305,NATIONAL ANIMAL DISEASE CENTER,AMES,IA,AGRICULTURE RESEARCH FACILITY
42-G-0002,335795,NATIONAL LAB FOR AGRICULTURE AND ENVIRONMENT,AMES,IA,AGRICULTURE RESEARCH FACILITY
42-R-0001,1573,DIAMOND ANIMAL HEALTH INC.,DES MOINES,IA,RESEARCH FACILITY
42-R-0002,1574,DES MOINES UNIVERSITY - O M C,DES MOINES,IA,RESEARCH FACILITY
42-R-0003,1575,IOWA STATE UNIVERSITY,AMES,IA,RESEARCH FACILITY
42-R-0004,1576,UNIVERSITY OF IOWA,IOWA CITY,IA,RESEARCH FACILITY
42-R-0026,1582,KIRKWOOD COMMUNITY COLLEGE,CEDAR RAPIDS,IA,RESEARCH FACILITY
42-R-0031,1653,TRANS OVA GENETICS,SIOUX CENTER,IA,RESEARCH FACILITY
42-R-0040,33200,IOWA WESTERN COMMUNITY COLLEGE,COUNCIL BLUFFS,IA,RESEARCH FACILITY
42-R-0042,42217,DES MOINES AREA COMMUNITY COLLEGE,ANKENY,IA,RESEARCH FACILITY
42-R-0044,42842,EXEMPLAR GENETICS,SIOUX CENTER,IA,RESEARCH FACILITY
42-R-0045,21379,WARTBURG COLLEGE,WAVERLY,IA,RESEARCH FACILITY
42-R-0048,323480,MUSCATINE COMMUNITY COLLEGE,MUSCATINE,IA,RESEARCH FACILITY
42-R-0049,327605,IOWA LAKES COMMUNITY COLLEGE,EMMETSBURG,IA,RESEARCH FACILITY
42-R-0050,330262,NORTHEAST IOWA COMMUNITY COLLEGE,CALMAR,IA,RESEARCH FACILITY
42-R-0051,39789,M G BIOLOGICS,AMES,IA,RESEARCH FACILITY
42-R-0052,332105,APE COGNITION AND CONSERVATION INITIATIVE,DES MOINES,IA,RESEARCH FACILITY
42-R-0053,28833,STRUVE LABS INTERNATIONAL INC,MANNING,IA,RESEARCH FACILITY
82-G-0001,334116,RANGE SHEEP PRODUCTIONS EFFICIENCY RESEARCH,DUBOIS,ID,AGRICULTURE RESEARCH FACILITY
82-R-0001,1078,IDAHO STATE UNIVERSITY,POCATELLO,ID,RESEARCH FACILITY
82-R-0002,1079,REGENTS OF THE UNIVERSITY OF IDAHO,MOSCOW,ID,RESEARCH FACILITY
82-R-0008,1692,COLLEGE OF SOUTHERN IDAHO,TWIN FALLS,ID,RESEARCH FACILITY
82-R-0011,478,NORTHEASTERN WILDLIFE INC.,HARRISON,ID,RESEARCH FACILITY
82-R-0014,326621,BOISE STATE UNIVERSITY,BOISE,ID,RESEARCH FACILITY
33-R-0003,602,ILLINOIS STATE UNIVERSITY,NORMAL,IL,RESEARCH FACILITY
33-R-0008,694,I I T RESEARCH INSTITUTE,CHICAGO,IL,RESEARCH FACILITY
33-R-0010,596,MIDWESTERN UNIVERSITY,DOWNERS GROVE,IL,RESEARCH FACILITY
33-R-0013,597,NORTHSHORE UNIVERSITY HEALTHSYSTEM,EVANSTON,IL,RESEARCH FACILITY
33-R-0014,598,SOUTHERN ILLINOIS UNIVERSITY,CARBONDALE,IL,RESEARCH FACILITY
33-R-0018,599,UNIVERSITY OF ILLINOIS AT CHICAGO,CHICAGO,IL,RESEARCH FACILITY
33-R-0022,581,RUSH UNIVERSITY MEDICAL CENTER,CHICAGO,IL,RESEARCH FACILITY
33-R-0025,584,ABBOTT LABORATORIES,ABBOTT PARK,IL,RESEARCH FACILITY
33-R-0027,585,ROSALIND FRANKLIN UNIVERSITY OF MEDICINE & SCIENCE,NORTH CHICAGO,IL,RESEARCH FACILITY
33-R-0029,603,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,URBANA,IL,RESEARCH FACILITY
33-R-0067,575,NORTHERN ILLINOIS UNIVERSITY,DE KALB,IL,RESEARCH FACILITY
33-R-0088,572,WHEATON COLLEGE,WHEATON,IL,RESEARCH FACILITY
33-R-0090,573,"TOX MONITOR LABORATORIES, INC.",OAK PARK,IL,RESEARCH FACILITY
33-R-0100,571,PARKLAND COLLEGE,CHAMPAIGN,IL,RESEARCH FACILITY
33-R-0103,565,KENNELWOOD INC,CHAMPAIGN,IL,RESEARCH FACILITY
33-R-0104,566,UNIVERSITY OF ILLINOIS AT CHICAGO,ROCKFORD,IL,RESEARCH FACILITY
33-R-0113,707,SOUTHERN ILLINOIS UNIVERSITY SCHOOL OF MEDICINE,SPRINGFIELD,IL,RESEARCH FACILITY
33-R-0126,9971,JOLIET JUNIOR COLLEGE,JOLIET,IL,RESEARCH FACILITY
33-R-0129,580,NORTHWESTERN UNIVERSITY,CHICAGO,IL,RESEARCH FACILITY
33-R-0132,24236,AMERICAN VETERINARY MEDICAL ASSOCIATION,SCHAUMBURG,IL,RESEARCH FACILITY
33-R-0137,37323,EASTERN ILLINOIS UNIVERSITY,CHARLESTON,IL,RESEARCH FACILITY
33-R-0138,38359,VET TECH INSTITUTE @ FOX COLLEGE,TINLEY PARK,IL,RESEARCH FACILITY
33-R-0143,321877,EXPERIMUR LLC,CHICAGO,IL,RESEARCH FACILITY
33-R-0144,321969,SOUTHERN ILLINOIS COLLEGIATE COMMON MARKET,HERRIN,IL,RESEARCH FACILITY
33-R-0150,568,"PHARMICHEM TESTING SERVICES, INC.",TINLEY PARK,IL,RESEARCH FACILITY
33-R-0151,577,THE UNIVERSITY OF CHICAGO,CHICAGO,IL,RESEARCH FACILITY
33-R-0152,328983,ABBVIE,NORTH CHICAGO,IL,RESEARCH FACILITY
33-R-0153,331179,NEW MEDIA ARTS TRAINING CENTER,ROCKFORD,IL,RESEARCH FACILITY
33-R-0160,502753,BLACK HAWK COLLEGE EAST CAMPUS,GALVA,IL,RESEARCH FACILITY
32-G-0001,334457,LIVESTOCK BEHAVIOR RESEARCH UNIT,WEST LAFAYETTE,IN,AGRICULTURE RESEARCH FACILITY
32-R-0002,799,INDIANA UNIVERSITY AT BLOOMINGTON,BLOOMINGTON,IN,RESEARCH FACILITY
32-R-0007,779,PURDUE UNIVERSITY,WEST LAFAYETTE,IN,RESEARCH FACILITY
32-R-0009,782,METHODIST RESEARCH INSTITUTE INDIANA UNIV HEALTH,INDIANAPOLIS,IN,RESEARCH FACILITY
32-R-0015,788,INDIANA UNIV -PURDUE UNIV-INDIANAPOLIS,INDIANAPOLIS,IN,RESEARCH FACILITY
32-R-0016,776,UNIVERSITY OF NOTRE DAME,NOTRE DAME,IN,RESEARCH FACILITY
32-R-0018,789,INDIANA UNIVERSITY SCHOOL OF DENTISTRY,INDIANAPOLIS,IN,RESEARCH FACILITY
32-R-0019,778,INDIANA STATE UNIVERSITY,TERRE HAUTE,IN,RESEARCH FACILITY
32-R-0020,784,BIOANALYTICAL SYSTEMS INC,MOUNT VERNON,IN,RESEARCH FACILITY
32-R-0025,798,INDIANA UNIVERSITY SCHOOL OF MEDICINE,INDIANAPOLIS,IN,RESEARCH FACILITY
32-R-0027,803,INDIANA UNIVERSITY-SOUTHEAST,NEW ALBANY,IN,RESEARCH FACILITY
32-R-0035,765,ENVIGO R M S INC,INDIANAPOLIS,IN,RESEARCH FACILITY
32-R-0041,17782,NORTHWEST CENTER FOR MEDICAL EDUCATION,GARY,IN,RESEARCH FACILITY
32-R-0046,40812,HARRISON COLLEGE,INDIANAPOLIS,IN,RESEARCH FACILITY
32-R-0053,332834,ELANCO ANIMAL HEALTH,GREENFIELD,IN,RESEARCH FACILITY
32-R-0054,332314,AVOGADRO LS INC,TERRE HAUTE,IN,RESEARCH FACILITY
32-R-0055,503099,CORVUS BIOMEDICAL LLC,INDIANAPOLIS,IN,RESEARCH FACILITY
48-G-0001,335442,ARTHROPOD BORNE ANIMAL DISEASES RESEARCH UNIT,MANHATTAN,KS,AGRICULTURE RESEARCH FACILITY
48-R-0001,1494,KANSAS STATE UNIVERSITY,MANHATTAN,KS,RESEARCH FACILITY
48-R-0002,1459,UNIVERSITY OF KANSAS,LAWRENCE,KS,RESEARCH FACILITY
48-R-0003,1460,UNIVERSITY OF KANSAS MEDICAL CENTER,KANSAS CITY,KS,RESEARCH FACILITY
48-R-0014,1446,WICHITA STATE UNIVERSITY,WICHITA,KS,RESEARCH FACILITY
48-R-0015,1437,EMPORIA STATE UNIVERSITY,EMPORIA,KS,RESEARCH FACILITY
48-R-0025,1424,COLBY COMMUNITY COLLEGE,COLBY,KS,RESEARCH FACILITY
48-R-0035,1390,"JERRY NELSON, JO ANN NELSON",SOLDIER,KS,RESEARCH FACILITY
48-R-0039,1420,HILL'S PET NUTRITION CENTER,TOPEKA,KS,RESEARCH FACILITY
48-R-0107,14439,BIOMUNE COMPANY,LENEXA,KS,RESEARCH FACILITY
48-R-0109,35029,HENNESSY RESEARCH ASSOCIATES LLC,LENEXA,KS,RESEARCH FACILITY
48-R-0111,321342,CITOXLAB USA LLC,STILWELL,KS,RESEARCH FACILITY
48-R-0112,44827,ADVANSTAR COMMUNICATIONS INC.,LENEXA,KS,RESEARCH FACILITY
48-R-0113,323614,BROWN MACKIE COLLEGE - KANSAS CITY,LENEXA,KS,RESEARCH FACILITY
48-R-0115,322937,I C C VETERINARY TECHNOLOGY PROGRAM,INDEPENDENCE,KS,RESEARCH FACILITY
48-R-0116,333952,VETERINARY AND BIOMEDICAL RESEARCH CENTER INC.,MANHATTAN,KS,RESEARCH FACILITY
48-R-0117,335743,WICHITA STATE UNIVERSITY CAMPUS OF APPLIED SCIENCE,WICHITA,KS,RESEARCH FACILITY
61-G-0001,335792,FORAGE ANIMAL PRODUCTION RESEARCH UNIT,LEXINGTON,KY,AGRICULTURE RESEARCH FACILITY
61-R-0001,897,UNIVERSITY OF LOUISVILLE,LOUISVILLE,KY,RESEARCH FACILITY
61-R-0002,898,UNIVERSITY OF KENTUCKY,LEXINGTON,KY,RESEARCH FACILITY
61-R-0004,888,MOREHEAD STATE UNIVERSITY,MOREHEAD,KY,RESEARCH FACILITY
61-R-0008,860,MURRAY STATE UNIVERSITY,MURRAY,KY,RESEARCH FACILITY
61-R-0111,329595,OWENSBORO COMMUNITY & TECHNICAL COLLEGE,OWENSBORO,KY,RESEARCH FACILITY
61-R-0112,330468,KENTUCKY STATE UNIVERSITY,FRANKFORT,KY,RESEARCH FACILITY
72-R-0001,1388,OCHSNER CLINIC FOUNDATION,NEW ORLEANS,LA,RESEARCH FACILITY
72-R-0002,1467,TULANE UNIVERSITY,NEW ORLEANS,LA,RESEARCH FACILITY
72-R-0003,1484,LOUISIANA STATE UNIVERSITY SYSTEM,BATON ROUGE,LA,RESEARCH FACILITY
72-R-0007,1451,UNIVERSITY OF LOUISIANA AT LAFAYETTE,LAFAYETTE,LA,RESEARCH FACILITY
72-R-0008,1396,NORTHWESTERN STATE UNIVERSITY,NATCHITOCHES,LA,RESEARCH FACILITY
72-R-0009,1393,THE UNIVERSITY OF LOUISIANA-MONROE,MONROE,LA,RESEARCH FACILITY
72-R-0010,1485,LOUISIANA TECH UNIVERSITY,RUSTON,LA,RESEARCH FACILITY
72-R-0011,1447,XAVIER UNIVERSITY OF LOUISIANA,NEW ORLEANS,LA,RESEARCH FACILITY
72-R-0013,1391,NICHOLLS STATE UNIVERSITY,THIBODAUX,LA,RESEARCH FACILITY
72-R-0016,1486,LOYOLA UNIVERSITY,NEW ORLEANS,LA,RESEARCH FACILITY
72-R-0019,1492,BAROMEDICAL RESEARCH INSTITUTE,HARVEY,LA,RESEARCH FACILITY
72-R-0103,329626,BATON ROUGE COMMUNITY COLLEGE,BATON ROUGE,LA,RESEARCH FACILITY
14-R-0003,100,DANA-FARBER CANCER INSTITUTE,BOSTON,MA,RESEARCH FACILITY
14-R-0004,101,PINE ACRES RABBITRY/FARM,NORTON,MA,RESEARCH FACILITY
14-R-0010,106,THE SCHEPENS EYE RESEARCH INSTITUTE,BOSTON,MA,RESEARCH FACILITY
14-R-0014,108,GENERAL HOSPITAL CORPORATION,CHARLESTOWN,MA,RESEARCH FACILITY
14-R-0016,110,L C F FOUNDATION INC,BURLINGTON,MA,RESEARCH FACILITY
14-R-0017,112,BOSTON UNIVERSITY,BOSTON,MA,RESEARCH FACILITY
14-R-0018,114,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,RESEARCH FACILITY
14-R-0019,107,HARVARD MEDICAL SCHOOL,BOSTON,MA,RESEARCH FACILITY
14-R-0020,117,CHILDRENS HOSPITAL BOSTON,BOSTON,MA,RESEARCH FACILITY
14-R-0021,118,NORTHEASTERN UNIVERSITY,BOSTON,MA,RESEARCH FACILITY
14-R-0022,119,MASSACHUSETTS EYE AND EAR INFIRMARY,BOSTON,MA,RESEARCH FACILITY
14-R-0025,121,HOLYOKE COMMUNITY COLLEGE,HOLYOKE,MA,RESEARCH FACILITY
14-R-0027,123,CELLDEX THERAPEUTICS,NEEDHAM,MA,RESEARCH FACILITY
14-R-0029,125,NEW ENGLAND AQUARIUM,BOSTON,MA,RESEARCH FACILITY
14-R-0030,126,BRANDEIS UNIVERSITY,WALTHAM,MA,RESEARCH FACILITY
14-R-0035,130,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,RESEARCH FACILITY
14-R-0036,515,UNIVERSITY OF MASSACHUSETTS AMHERST,HADLEY,MA,RESEARCH FACILITY
14-R-0041,133,BECKER COLLEGE,WORCESTER,MA,RESEARCH FACILITY
14-R-0042,122,CYTOGEN RESEARCH & DEVELOPMENT INC,WEST ROXBURY,MA,RESEARCH FACILITY
14-R-0061,136,SMITH COLLEGE,NORTHAMPTON,MA,RESEARCH FACILITY
14-R-0065,628,TUFTS UNIVERSITY,NORTH GRAFTON,MA,RESEARCH FACILITY
14-R-0081,139,UNIVERSITY OF MASSACHUSETTS,LOWELL,MA,RESEARCH FACILITY
14-R-0082,140,TUFTS MEDICAL CENTER,BOSTON,MA,RESEARCH FACILITY
14-R-0084,141,TUFTS UNIVERSITY,BOSTON,MA,RESEARCH FACILITY
14-R-0090,134,MOUNT IDA COLLEGE,NEWTON,MA,RESEARCH FACILITY
14-R-0092,144,BRIGHAM AND WOMENS HOSPITAL,BOSTON,MA,RESEARCH FACILITY
14-R-0094,145,WELLESLEY COLLEGE,WELLESLEY,MA,RESEARCH FACILITY
14-R-0096,146,MCLEAN HOSPITAL CORPORATION,BELMONT,MA,RESEARCH FACILITY
14-R-0101,147,TOXIKON CORPORATION,BEDFORD,MA,RESEARCH FACILITY
14-R-0114,1792,MOUNT HOLYOKE COLLEGE,SOUTH HADLEY,MA,RESEARCH FACILITY
14-R-0119,143,MARINE BIOLOGICAL LABORATORY,WOODS HOLE,MA,RESEARCH FACILITY
14-R-0123,154,GENZYME CORPORATION,FRAMINGHAM,MA,RESEARCH FACILITY
14-R-0128,156,HARVARD UNIVERSITY,CAMBRIDGE,MA,RESEARCH FACILITY
14-R-0138,1664,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,RESEARCH FACILITY
14-R-0144,1799,CHARLES RIVER LABORATORIES INC,WILMINGTON,MA,RESEARCH FACILITY
14-R-0148,9446,DA VINCI BIOMEDICAL RESEARCH PRODUCTS INC,SOUTH LANCASTER,MA,RESEARCH FACILITY
14-R-0156,749,CAPRALOGICS INC,HARDWICK,MA,RESEARCH FACILITY
14-R-0157,14167,"CELL SIGNALING TECHNOLOGY, INC.",DANVERS,MA,RESEARCH FACILITY
14-R-0164,21373,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH INC,CAMBRIDGE,MA,RESEARCH FACILITY
14-R-0168,26617,BIOMODELS LLC,WATERTOWN,MA,RESEARCH FACILITY
14-R-0173,31312,MOMENTA PHARMACEUTICALS,CAMBRIDGE,MA,RESEARCH FACILITY
14-R-0177,151,WHEATON COLLEGE,NORTON,MA,RESEARCH FACILITY
14-R-0181,128,JOSLIN DIABETES CENTER INC,BOSTON,MA,RESEARCH FACILITY
14-R-0183,38804,CBSET INC,LEXINGTON,MA,RESEARCH FACILITY
14-R-0186,131,FORSYTH DENTAL INFIRMARY FOR CHILDREN,CAMBRIDGE,MA,RESEARCH FACILITY
14-R-0192,23918,BIOMEDICAL RESEARCH MODELS INC,WORCESTER,MA,RESEARCH FACILITY
14-R-0194,30224,ENANTA PHARMACEUTICALS,WATERTOWN,MA,RESEARCH FACILITY
14-R-0195,321736,E M D MILLIPORE CORPORATION,BURLINGTON,MA,RESEARCH FACILITY
14-R-0196,148,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,RESEARCH FACILITY
14-R-0200,40933,ACCURO FARMS INC,SOUTHBRIDGE,MA,RESEARCH FACILITY
14-R-0203,30932,TRANSMEDICS INC,ANDOVER,MA,RESEARCH FACILITY
14-R-0207,330154,PERKIN ELMER INC,HOPKINTON,MA,RESEARCH FACILITY
14-R-0208,330562,STEPHEN PURDY D V M,BELCHERTOWN,MA,RESEARCH FACILITY
14-R-0210,331982,LFB USA INC,FRAMINGHAM,MA,RESEARCH FACILITY
14-R-0211,333514,THE BROAD INSTITUTE,CAMBRIDGE,MA,RESEARCH FACILITY
14-R-0212,334730,MASSASOIT COMMUNITY COLLEGE,BROCKTON,MA,RESEARCH FACILITY
14-R-0213,502015,EMBRYOTECH LABORATORIES INC,HAVERHILL,MA,RESEARCH FACILITY
14-R-0214,503238,TGA BIOSERVICES LLC,MEDFORD,MA,RESEARCH FACILITY
14-R-0215,503489,NEOSOME LIFE SCIENCES LLC,LEXINGTON,MA,RESEARCH FACILITY
